id,name,team,position_1,position_2,position_3,position_4,position_5,position_6,height,weight,left_foot,right_foot,corners,crossing,dribbling,finishing,first_touch,free_kick_taking,heading,long_shots,long_throws,marking,passing,penalty_taking,tackling,technique,aggression,anticipation,bravery,composure,concentration,decisions,determination,flair,leadership,off_the_ball,positioning,teamwork,vision,work_rate,acceleration,agility,balance,jumping_reach,natural_fitness,pace,stamina,strength,aerial_reach,command_of_area,communication,eccentricity,handling,kicking,one_on_ones,punching_tendency,reflexes,rushing_out_tendency,throwing
509,Timo Werner,Spurs,st,aml,,,,,1.8,75,12,20,7,7,11,10,11,7,11,11,5,5,10,15,6,11,14,13,12,10,8,10,13,12,7,15,5,11,10,15,17,13,10,10,14,16,14,10,,,,,,,,,,,
510,Alfie Whiteman,Spurs,gk,,,,,,1.88,83,8,20,,,,,7,1,,,,,8,3,,7,11,12,13,10,11,11,12,6,9,5,11,7,7,7,9,13,10,16,7,10,12,14,13,13,10,5,11,13,12,9,12,10,10
609,Will Lankshear,Spurs,st,,,,,,1.81,73,5,20,11,6,11,13,10,11,13,12,5,7,11,10,10,11,14,13,5,11,9,16,12,8,11,16,6,7,11,12,14,16,16,8,12,13,16,11,,,,,,,,,,,
610,Mikey Moore,Spurs,aml,amc,amr,st,,,1.71,59,15,20,6,10,15,13,15,7,6,8,4,7,13,7,6,16,6,11,8,13,12,14,12,13,5,14,6,14,16,15,12,13,12,10,6,12,9,6,,,,,,,,,,,
612,Wilson Odobert,Spurs,ml,aml,mr,amr,,,1.82,75,8,20,7,12,14,12,14,9,10,12,5,6,12,9,6,14,9,12,12,13,12,12,14,13,7,13,7,12,13,12,15,15,13,11,13,15,13,6,,,,,,,,,,,
683,Callum Olusesi,Spurs,mc,,,,,,1.81,65,16,20,7,6,7,8,10,7,7,9,1,9,13,6,11,13,11,5,5,11,3,13,10,5,2,7,6,8,13,12,12,13,7,9,14,12,9,6,,,,,,,,,,,
684,Malachi Hardy,Spurs,dc,,,,,,1.87,71,12,20,1,1,1,1,1,1,13,1,3,12,5,1,8,2,15,9,7,3,5,13,11,5,1,2,12,5,3,7,13,11,6,13,15,11,12,6,,,,,,,,,,,
689,Luca Williams-Barnett,Spurs,dm,mc,,,,,1.86,67,20,20,5,5,7,10,12,5,2,10,3,5,11,4,7,12,9,7,4,4,2,12,14,13,11,9,2,6,12,10,7,9,6,7,11,9,5,3,,,,,,,,,,,
699,Alfie Dorrington,Spurs,dc,,,,,,1.88,82,11,20,8,7,9,5,11,5,12,9,8,10,11,5,12,11,10,12,11,13,11,12,15,5,11,8,10,8,9,10,13,11,12,14,11,13,10,12,,,,,,,,,,,
700,Maeson King,Spurs,dl,,,,,,1.85,69,20,11,7,13,8,1,8,2,10,9,3,9,9,7,15,10,12,9,11,8,8,15,8,7,11,4,8,10,9,6,14,13,10,13,16,15,11,7,,,,,,,,,,,
716,Antonín Kinsky,Spurs,gk,,,,,,1.9,80,7,20,,,,,13,7,,,,,12,4,,8,11,17,14,15,11,12,15,3,10,2,14,9,14,14,11,10,15,15,9,14,11,12,17,12,12,13,14,17,15,7,15,18,12
717,Min-Hyeok Yang,Spurs,aml,,,,,,1.7,61,20,10,9,14,15,14,15,7,9,11,10,9,15,5,8,14,6,12,7,12,9,15,11,14,11,14,8,6,12,11,15,15,11,3,6,15,11,6,,,,,,,,,,,
729,Damola Ajayi,Spurs,st,amr,aml,,,,1.8,70,10,20,8,12,14,14,14,8,11,7,5,8,11,9,6,14,8,6,5,11,7,10,10,15,1,10,8,9,9,7,13,11,9,8,10,11,8,6,,,,,,,,,,,
760,Dante Cassanova,Spurs,dr,dm,wbr,,,,1.75,66,6,20,9,11,8,6,11,12,9,11,9,12,15,12,15,11,11,11,10,10,10,15,11,5,5,7,12,10,11,14,11,11,5,7,13,12,10,5,,,,,,,,,,,
767,Kevin Danso,Spurs,dc,,,,,,1.9,85,10,20,5,7,8,10,12,5,15,7,14,14,13,10,13,10,13,14,15,11,12,11,15,7,10,13,15,12,8,15,14,12,14,17,16,16,13,15,,,,,,,,,,,
768,Mathys Tel,Spurs,aml,st,amr,,,,1.83,77,12,20,11,8,14,13,13,12,12,12,6,6,12,14,7,14,8,12,10,11,10,10,16,16,12,12,6,11,12,13,15,14,11,12,15,16,11,11,,,,,,,,,,,
123,Evan Ferguson,West Ham,st,,,,,,1.88,81,14,20,6,7,9,15,13,7,14,14,8,7,11,14,7,13,12,13,14,13,14,13,12,9,8,12,7,13,11,14,15,9,13,14,13,16,14,14,,,,,,,,,,,
388,Aaron Wan-Bissaka,West Ham,dr,,,,,,1.82,72,8,20,5,11,13,5,12,4,8,5,10,13,11,5,20,11,15,12,18,12,12,12,10,12,6,12,12,15,6,14,17,18,15,10,15,15,15,13,,,,,,,,,,,
511,Edson Álvarez,West Ham,dm,dc,mc,,,,1.85,73,10,20,5,7,8,11,14,6,14,8,9,15,14,11,15,13,19,16,16,14,15,14,13,12,14,13,15,16,14,16,12,13,15,15,15,12,16,12,,,,,,,,,,,
512,Michail Antonio,West Ham,st,amr,mr,,,,1.8,82,10,20,8,11,13,11,12,6,15,9,15,9,11,10,8,13,13,13,13,11,11,12,14,14,9,13,9,14,11,14,15,14,15,12,13,15,13,15,,,,,,,,,,,
513,Alphonse Areola,West Ham,gk,,,,,,1.95,94,8,20,,,,,10,10,,,,,10,3,,10,8,14,13,15,14,12,14,8,10,8,13,15,9,13,12,13,17,15,15,12,15,14,14,12,12,8,15,13,14,12,15,12,13
514,Jarrod Bowen,West Ham,amr,aml,st,mr,ml,,1.74,70,20,11,13,14,14,13,15,12,10,14,4,5,13,13,8,14,8,14,8,15,10,14,17,14,5,16,8,15,13,17,15,15,11,8,14,15,15,8,,,,,,,,,,,
516,Vladimír Coufal,West Ham,dr,wbr,,,,,1.75,76,8,20,7,13,9,10,11,8,15,10,15,14,10,12,15,10,14,11,17,11,15,13,17,6,12,11,13,14,9,16,13,13,16,10,14,13,16,14,,,,,,,,,,,
517,Aaron Cresswell,West Ham,dl,dc,wbl,,,,1.7,66,20,7,14,14,12,8,13,15,11,14,11,13,12,13,13,13,8,13,13,15,13,14,13,12,12,13,13,16,12,14,12,13,13,8,15,13,15,10,,,,,,,,,,,
519,George Earthy,West Ham,amc,mc,,,,,1.8,72,11,20,12,12,8,14,12,12,9,10,12,11,13,8,9,14,12,11,8,12,11,11,6,10,2,9,8,12,11,12,14,11,9,12,14,13,8,8,,,,,,,,,,,
520,Emerson Palmieri dos Santos,West Ham,dl,wbl,,,,,1.76,77,20,10,12,14,14,7,15,10,9,14,10,12,12,4,13,14,11,14,12,14,12,12,14,14,8,15,12,13,12,14,15,15,15,9,13,15,14,13,,,,,,,,,,,
521,Łukasz Fabiański,West Ham,gk,,,,,,1.9,83,5,20,,,,,8,10,,,,,11,5,,7,10,13,12,16,17,12,15,5,8,4,15,14,10,13,9,14,12,14,13,8,10,13,13,13,14,7,15,11,15,12,15,14,14
522,Wes Foderingham,West Ham,gk,,,,,,1.85,75,20,6,,,,,10,5,,,,,12,2,,12,10,12,9,11,15,13,12,3,12,2,16,8,14,10,10,14,9,12,12,10,13,12,12,11,13,4,14,14,11,13,15,9,15
523,Danny Ings,West Ham,st,,,,,,1.78,74,10,20,4,11,12,15,13,10,13,12,3,8,13,13,11,15,13,13,14,13,14,12,18,14,14,14,10,16,14,15,13,14,15,11,13,13,14,13,,,,,,,,,,,
524,Max Kilman,West Ham,dc,,,,,,1.94,89,20,13,4,11,13,6,13,10,16,7,7,14,14,2,14,15,7,15,12,14,11,12,15,11,6,11,12,12,13,12,14,13,13,15,11,14,13,14,,,,,,,,,,,
525,Mohammed Kudus,West Ham,amc,mc,amr,st,,,1.77,70,20,12,10,10,15,14,15,14,9,10,11,7,14,13,6,16,15,14,14,15,12,12,13,16,6,13,7,14,12,15,15,15,14,8,14,14,14,14,,,,,,,,,,,
526,Luis Guilherme Lira dos Santos,West Ham,amr,amc,,,,,1.78,74,20,8,9,11,13,11,13,11,8,10,3,5,10,12,6,14,8,10,9,9,9,9,19,15,3,12,7,9,11,11,15,16,11,7,9,16,12,10,,,,,,,,,,,
527,Lucas Tolentino Coelho de Lima,West Ham,mc,aml,amc,dm,,,1.8,72,20,9,12,12,15,12,16,12,12,13,6,10,14,15,12,17,13,13,16,14,12,12,13,17,11,14,10,12,15,14,13,16,14,11,13,13,13,14,,,,,,,,,,,
528,Konstantinos Mavropanos,West Ham,dc,dr,,,,,1.94,89,9,20,2,8,12,7,11,2,15,11,16,13,13,6,16,12,16,14,18,12,12,12,18,12,12,10,13,12,12,17,13,11,15,16,13,16,12,16,,,,,,,,,,,
529,Nayef Aguerd,West Ham,dc,,,,,,1.88,76,20,6,3,9,10,12,12,4,16,7,11,14,13,9,16,13,11,14,14,15,14,14,12,5,11,9,15,12,13,12,13,12,13,16,12,14,13,12,,,,,,,,,,,
530,Tomáš Souček,West Ham,mc,dm,,,,,1.92,86,10,20,2,8,10,14,9,2,18,12,2,14,10,13,15,11,15,14,17,15,15,15,16,5,12,14,15,17,10,18,13,9,15,17,18,12,19,16,,,,,,,,,,,
531,James Ward-Prowse,West Ham,mc,amc,dm,,,,1.73,66,10,20,20,18,10,12,13,20,7,11,6,9,15,13,13,15,15,13,13,14,13,13,17,11,18,13,12,17,15,19,10,12,13,7,20,11,20,12,,,,,,,,,,,
532,Kurt Zouma,West Ham,dc,dr,,,,,1.9,96,7,20,3,8,8,7,10,3,16,5,7,12,10,6,14,9,15,12,14,10,11,13,16,7,13,7,13,12,7,14,14,10,17,17,12,14,13,19,,,,,,,,,,,
576,Andy Irving,West Ham,mc,,,,,,1.86,79,20,9,15,13,11,10,14,13,14,14,6,10,14,9,9,14,8,11,12,14,11,13,12,12,5,11,9,13,14,13,11,12,12,14,11,13,13,15,,,,,,,,,,,
587,Crysencio Summerville,West Ham,amr,aml,mr,,,,1.74,61,12,20,13,11,15,13,13,5,5,9,2,4,11,11,5,13,7,13,10,12,9,11,12,15,5,13,4,11,11,12,18,17,14,5,9,16,12,5,,,,,,,,,,,
588,Guido Rodríguez,West Ham,dm,mc,,,,,1.85,80,12,20,9,10,11,7,14,7,11,9,7,13,13,7,17,11,12,15,12,13,13,14,16,12,12,12,17,16,12,15,11,12,14,11,13,11,12,11,,,,,,,,,,,
589,Niclas Füllkrug,West Ham,st,,,,,,1.89,83,12,20,4,8,12,16,13,12,16,12,6,7,13,19,7,13,15,16,16,15,14,13,16,12,15,15,7,15,13,16,12,11,16,16,14,12,13,16,,,,,,,,,,,
591,Jean-Clair Todibo,West Ham,dc,,,,,,1.9,88,10,20,3,5,12,8,13,4,14,8,7,16,14,5,16,13,14,15,15,15,15,12,15,11,11,7,14,14,12,12,14,12,13,14,17,16,14,16,,,,,,,,,,,
643,Kaelan Casey,West Ham,dc,,,,,,1.9,82,7,20,8,4,8,6,15,10,12,8,6,12,12,9,11,11,7,12,11,12,9,12,7,5,14,10,11,14,12,14,11,6,10,13,9,10,12,8,,,,,,,,,,,
654,Carlos Soler,West Ham,mc,mr,amc,amr,,,1.8,76,10,20,14,14,13,13,15,14,12,15,5,11,15,16,11,15,13,13,12,13,13,14,15,14,13,13,13,14,14,14,13,14,14,11,13,13,14,13,,,,,,,,,,,
677,Ollie Scarles,West Ham,dl,wbl,ml,aml,dc,dm,1.84,74,20,10,13,15,11,10,12,9,10,8,1,11,15,4,10,11,15,12,9,9,12,13,6,9,11,11,11,10,11,11,8,11,5,12,10,9,10,8,,,,,,,,,,,
686,Ezra Mayers,West Ham,dc,dl,,,,,"1,81",73,20,9,5,8,7,7,6,1,8,7,2,9,8,2,14,4,12,9,9,7,8,13,5,5,11,4,8,4,6,8,12,12,8,8,8,13,7,8,,,,,,,,,,,
701,Lewis Orford,West Ham,mc,amc,,,,,1.87,77,10,20,10,10,14,11,16,10,9,10,7,10,14,9,11,13,6,9,10,12,12,16,3,13,8,10,9,15,13,12,7,12,11,10,8,8,8,6,,,,,,,,,,,
204,Sam Johnstone,Wolves,gk,,,,,,1.93,85,10,20,,,,,10,1,,,,,9,3,,9,9,12,14,9,13,12,15,4,10,8,15,13,8,10,10,15,10,17,12,8,10,12,14,13,13,9,17,13,14,15,15,12,12
533,Rayan Aït-Nouri,Wolves,dl,wbl,,,,,1.8,70,20,10,11,14,15,10,14,7,11,9,8,12,13,8,14,15,11,13,13,14,12,12,15,16,7,14,14,12,13,13,14,13,12,10,12,15,13,11,,,,,,,,,,,
534,Boubacar Traoré,Wolves,mc,dm,,,,,1.83,67,9,20,8,6,12,8,13,8,11,13,9,9,13,12,11,12,13,14,14,13,12,13,11,10,9,14,10,12,13,15,12,14,13,13,13,10,12,12,,,,,,,,,,,
535,Jean-Ricner Bellegarde,Wolves,mc,amc,amr,,,,1.7,66,8,20,9,12,16,9,14,10,8,12,6,8,15,12,9,15,10,13,11,12,11,12,14,13,7,12,8,13,11,14,15,14,12,7,13,15,14,15,,,,,,,,,,,
536,Daniel Bentley,Wolves,gk,,,,,,1.88,73,9,20,,,,,8,2,,,,,10,1,,11,8,11,15,13,11,12,13,3,10,6,13,12,9,13,8,13,9,16,13,8,14,13,14,10,11,7,12,13,12,11,13,13,14
537,Francisco Jorge Tomás Oliveira,Wolves,aml,amr,,,,,1.79,72,7,20,10,14,16,12,14,7,8,11,8,7,11,11,11,15,15,12,12,9,8,10,13,16,8,13,6,8,12,13,16,15,11,10,14,14,12,10,,,,,,,,,,,
538,Tawanda Chirewa,Wolves,amc,mc,,,,,1.81,72,15,20,8,10,12,12,14,8,8,11,4,9,10,4,10,13,5,11,2,8,7,14,12,14,2,14,8,8,10,7,14,14,14,6,7,14,10,6,,,,,,,,,,,
539,Leon Chiwome,Wolves,st,,,,,,1.92,82,11,20,4,6,13,12,13,6,11,8,4,7,8,4,4,11,15,8,5,10,7,8,13,15,2,13,8,7,8,7,13,12,8,14,12,13,9,9,,,,,,,,,,,
540,Luke Cundle,Wolves,mc,amc,,,,,1.7,62,8,20,12,9,12,11,14,10,6,11,3,7,13,10,8,13,8,13,10,13,12,12,13,10,7,13,8,14,14,12,14,15,14,8,14,11,13,7,,,,,,,,,,,
541,Matheus Santos Carneiro Da Cunha,Wolves,st,amc,aml,amr,,,1.83,76,14,20,13,13,18,16,16,14,12,15,6,5,15,14,7,17,16,12,15,13,7,9,16,17,11,13,6,10,12,14,16,16,15,13,12,16,14,13,,,,,,,,,,,
542,Craig Dawson,Wolves,dc,,,,,,1.88,83,10,20,2,12,9,10,12,2,18,6,4,15,11,10,15,11,15,14,17,11,13,13,17,7,14,6,15,15,9,12,10,10,11,16,18,11,15,15,,,,,,,,,,,
543,Matt Doherty,Wolves,dr,wbr,,,,,1.86,89,10,20,7,12,15,12,13,10,13,10,13,13,13,8,13,13,11,13,13,13,14,14,14,12,12,16,13,14,13,13,13,11,13,13,15,13,14,14,,,,,,,,,,,
544,Tommy Doyle,Wolves,mc,dm,,,,,1.72,71,9,20,14,13,11,11,13,13,7,11,5,9,14,13,12,14,13,13,14,13,11,12,16,11,14,12,12,13,14,14,13,13,13,9,13,13,13,12,,,,,,,,,,,
545,Fábio Silva,Wolves,st,,,,,,1.85,75,10,20,9,9,15,14,15,8,13,11,8,6,14,15,7,15,11,12,13,15,13,15,15,13,6,15,7,14,13,15,14,14,13,15,12,14,13,14,,,,,,,,,,,
546,Nathan Fraser,Wolves,st,,,,,,1.86,81,10,20,9,8,15,12,12,9,8,8,2,8,10,6,4,11,7,12,13,11,8,12,8,12,6,15,9,9,8,10,10,12,10,10,12,13,13,11,,,,,,,,,,,
547,Enso González,Wolves,amr,,,,,,1.69,69,20,10,8,8,13,16,13,10,10,11,10,7,13,9,9,13,7,8,11,11,9,9,5,13,14,11,7,12,10,14,15,16,7,5,12,9,7,5,,,,,,,,,,,
548,Gonçalo Manuel Ganchinho Guedes,Wolves,aml,amr,ml,mr,amc,st,1.79,72,10,20,10,13,14,13,12,12,8,15,12,7,13,13,7,14,12,13,13,10,11,10,13,15,7,14,7,12,12,14,15,13,12,10,15,15,12,12,,,,,,,,,,,
549,Hugo Bueno López,Wolves,dl,wbl,,,,,1.8,73,20,10,11,13,13,9,10,11,10,10,3,12,11,5,10,13,11,12,13,13,11,12,15,14,10,13,11,12,12,13,13,14,14,10,13,13,13,11,,,,,,,,,,,
550,Hwang Hee-chan,Wolves,st,aml,amr,ml,mr,,1.77,77,13,20,8,10,14,15,10,8,11,10,4,6,11,12,8,12,16,12,14,13,12,11,15,13,8,14,9,15,12,16,15,14,13,11,13,14,14,12,,,,,,,,,,,
551,Joe Hodge,Wolves,mc,dm,,,,,1.72,65,9,20,10,8,11,7,12,10,8,12,8,8,13,11,12,13,13,12,15,12,11,13,15,4,13,10,12,12,12,13,12,12,10,8,13,13,14,8,,,,,,,,,,,
552,Ki-Jana Hoever,Wolves,dr,wbr,dc,,,,1.82,73,10,20,6,10,13,9,13,11,11,9,7,11,12,8,11,13,11,10,10,13,11,12,10,10,8,10,11,10,11,13,15,14,13,12,12,12,12,11,,,,,,,,,,,
553,João Victor Gomes da Silva,Wolves,dm,mc,,,,,1.73,74,6,20,10,10,13,10,13,7,10,12,11,14,13,10,15,13,16,13,16,14,13,12,16,12,8,14,15,16,12,16,13,13,12,11,15,13,13,13,,,,,,,,,,,
554,José Malheiro de Sá,Wolves,gk,,,,,,1.92,84,8,20,,,,,9,1,,,,,9,2,,8,13,15,16,12,12,13,15,5,11,3,14,16,10,10,9,14,12,13,13,9,13,12,14,15,14,13,14,11,15,12,16,13,13
555,Saša Kalajdžić,Wolves,st,amc,,,,,2,90,12,20,7,9,13,13,14,9,17,11,5,7,13,12,7,14,11,13,12,13,13,14,15,15,12,14,7,15,14,12,10,10,17,18,13,12,13,15,,,,,,,,,,,
556,Tom King,Wolves,gk,,,,,,1.93,108,12,20,,,,,7,1,,,,,5,2,,7,6,8,11,8,7,7,12,2,9,3,7,12,8,13,8,12,15,15,8,7,12,16,15,9,10,10,9,15,10,13,12,11,13
557,Mario Lemina,Wolves,mc,dm,,,,,1.84,85,10,20,9,9,13,11,12,8,12,12,10,12,14,9,14,12,14,13,15,12,11,10,15,14,13,12,12,13,13,15,13,13,15,13,14,13,15,16,,,,,,,,,,,
558,Yerson Mosquera,Wolves,dc,,,,,,1.88,84,10,20,3,6,9,8,11,7,15,9,7,12,12,8,14,12,10,13,12,11,12,11,12,11,8,10,13,11,10,11,12,12,10,15,13,14,13,14,,,,,,,,,,,
559,Nélson Cabral Semedo,Wolves,dr,wbr,,,,,1.77,69,10,20,8,12,14,9,15,8,7,10,11,11,12,8,14,15,13,14,13,9,10,11,15,14,6,15,12,14,12,15,16,16,14,8,15,16,15,13,,,,,,,,,,,
561,Pedro Cardoso de Lima,Wolves,dr,wbr,,,,,1.75,66,7,20,11,11,15,10,13,8,10,9,11,10,12,7,9,13,9,13,8,12,12,13,6,13,8,16,11,13,13,13,15,16,12,9,12,14,13,10,,,,,,,,,,,
562,Daniel Castelo Podence,Wolves,amr,aml,amc,,,,1.65,58,10,20,12,13,17,11,16,10,6,9,5,4,13,10,5,17,13,12,12,11,9,11,13,18,7,14,6,9,14,10,16,17,16,3,14,14,12,5,,,,,,,,,,,
563,Rodrigo Martins Gomes,Wolves,amr,mr,wbr,,,,1.75,67,8,20,10,11,15,11,14,11,9,9,12,9,12,7,10,14,13,13,15,9,12,10,14,14,8,14,8,14,15,16,17,15,10,8,12,16,14,7,,,,,,,,,,,
564,Santiago Bueno,Wolves,dc,,,,,,1.86,71,12,20,4,7,8,7,12,5,14,9,8,14,12,8,14,10,14,14,13,12,14,13,13,7,6,6,14,14,9,13,11,11,12,14,11,13,14,13,,,,,,,,,,,
565,Pablo Sarabia,Wolves,amr,amc,mr,aml,ml,,1.74,70,20,10,15,15,15,15,17,15,7,13,5,7,15,13,6,17,10,13,11,14,13,14,9,15,8,15,8,15,16,14,14,16,15,6,12,14,13,10,,,,,,,,,,,
566,Jørgen Strand Larsen,Wolves,st,,,,,,1.93,79,8,20,5,6,13,13,14,6,14,12,6,8,13,12,9,14,10,14,14,13,14,13,12,14,8,15,8,13,13,14,12,14,15,14,13,15,13,16,,,,,,,,,,,
567,Toti António Gomes,Wolves,dc,dl,,,,,1.87,83,20,12,10,12,10,6,9,10,14,4,10,13,11,5,14,11,13,12,13,12,9,12,12,8,8,10,14,14,10,12,13,11,13,14,14,13,14,15,,,,,,,,,,,
637,Bastien Meupiyou,Wolves,dc,dm,,,,,1.91,80,20,8,6,8,11,6,12,6,14,11,4,12,10,9,11,11,13,12,13,11,11,10,14,9,8,9,12,13,10,13,11,11,13,14,10,11,12,13,,,,,,,,,,,
642,André Trindade da Costa Neto,Wolves,dm,mc,,,,,1.77,77,10,20,8,9,13,10,14,9,11,11,9,14,14,10,14,13,13,14,13,13,13,14,14,12,13,13,15,14,14,14,13,13,14,8,14,13,14,13,,,,,,,,,,,
655,Carlos Roberto Forbs Borges,Wolves,amr,aml,,,,,1.69,58,20,8,10,13,15,12,13,11,6,14,8,3,12,7,4,12,11,7,14,11,11,8,12,15,4,12,5,8,7,13,17,15,5,8,13,17,11,8,,,,,,,,,,,
664,Alfie Pond,Wolves,dc,,,,,,1.91,80,8,20,3,1,4,1,9,1,12,4,5,11,9,3,10,7,13,15,9,11,7,12,3,5,10,8,12,11,5,9,10,10,8,14,16,9,7,12,,,,,,,,,,,
682,Tom Edozie,Wolves,amc,,,,,,1.74,62,13,20,5,5,11,8,8,5,7,7,3,3,10,3,5,12,5,7,7,8,6,12,10,14,7,8,4,6,10,7,12,12,6,2,10,12,12,5,,,,,,,,,,,
711,Wes Okoduwa,Wolves,dr,wbr,,,,,1.81,67,9,20,7,8,9,5,10,2,5,6,8,7,10,2,13,8,5,6,9,8,6,8,15,9,8,7,6,14,8,13,14,12,15,12,7,12,8,5,,,,,,,,,,,
720,Emmanuel Agbadou,Wolves,dc,dr,dm,,,,1.92,88,8,20,7,10,8,8,12,7,15,10,12,14,12,9,14,12,16,13,13,12,12,11,14,11,9,12,11,14,11,14,12,11,16,15,12,13,13,16,,,,,,,,,,,
769,Nasser Djiga,Wolves,dc,,,,,,1.87,84,15,20,5,5,9,5,9,7,15,11,9,13,11,9,14,9,11,11,12,11,11,11,11,7,8,7,13,12,8,12,13,12,14,15,14,13,15,17,,,,,,,,,,,
770,Marshall Munetsi,Wolves,amc,mc,dm,,,,1.87,83,10,20,6,8,12,11,14,8,12,13,8,10,14,10,12,14,12,12,15,13,12,12,13,11,11,12,12,15,12,15,13,12,12,13,14,12,15,15,,,,,,,,,,,
784,Mateus Mané,Wolves,amr,aml,st,,,,1.75,61,15,20,4,9,12,12,9,4,6,5,4,1,7,7,3,7,15,4,4,8,2,9,4,8,1,8,2,5,6,6,12,12,5,5,11,12,6,3,,,,,,,,,,,
