age,assists,assists_per90,cards_red,cards_yellow,cards_yellow_red,crosses,fbref_id,fouled,fouls,games,games_complete,games_starts,games_subs,goals,goals_assists,goals_assists_pens_per90,goals_assists_per90,goals_pens,goals_pens_per90,goals_per90,goals_per_shot,goals_per_shot_on_target,interceptions,minutes,minutes_90s,minutes_pct,minutes_per_game,minutes_per_start,minutes_per_sub,name,nationality,offsides,on_goals_against,on_goals_for,own_goals,pens_att,pens_conceded,pens_made,pens_won,plus_minus,plus_minus_per90,plus_minus_wowy,points_per_game,position,shots,shots_on_target,shots_on_target_pct,shots_on_target_per90,shots_per90,tackles_won,team,unused_subs,gk_clean_sheets,gk_clean_sheets_pct,gk_games,gk_games_starts,gk_goals_against,gk_goals_against_per90,gk_losses,gk_minutes,gk_pens_allowed,gk_pens_att,gk_pens_missed,gk_pens_save_pct,gk_pens_saved,gk_save_pct,gk_saves,gk_shots_on_target_against,gk_ties,gk_wins
"24-092","1","0.52","0","0","0","4","b6cafcad","1","3","2","1","2","0","0","1","0.52","0.52","0","0.00","0.00","0.00","0.00","3","172","1.9","95.6","86","86","0.00","Bachir Belloumi","dz ALG","0","0","3","0","0","0.00","0","0.00","+3","+1.57","+1.57","3.00","MF","3","0","0.0","0.00","1.57","3","Hull City","0","","","","","","","","","","","","","","","","","",""
"32-296","0","0.00","0","0","0","1","d6192210","1","0","2","1","2","0","1","1","0.59","0.59","1","0.59","0.59","1.00","1.00","2","153","1.7","85.0","77","77","0.00","Semi Ajayi","ng NGA","0","0","3","0","0","0.00","0","0.00","+3","+1.76","+1.76","3.00","DF","1","1","100.0","0.59","0.59","1","Hull City","0","","","","","","","","","","","","","","","","","",""
"24-071","0","0.00","0","1","0","3","ff11bdec","0","2","2","0","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","2","128","1.4","71.1","64","64","0.00","Elliot Stroud","se SWE","0","0","2","0","0","0.00","0","0.00","+2","+1.41","-0.32","3.00","MF","1","0","0.0","0.00","0.70","2","Hull City","0","","","","","","","","","","","","","","","","","",""
"21-363","0","0.00","0","0","0","0","7e64e657","0","1","2","0","2","0","1","1","0.74","0.74","1","0.74","0.74","0.50","0.50","0","121","1.3","67.2","61","61","0.00","Nobel Mendy","sn SEN","0","0","2","0","0","0.00","0","0.00","+2","+1.49","-0.04","3.00","DF","2","2","100.0","1.49","1.49","1","Hull City","0","","","","","","","","","","","","","","","","","",""
"30-321","0","0.00","0","1","0","2","97aba136","4","2","2","0","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","114","1.3","63.3","57","57","0.00","Lewie Coyle","eng ENG","0","0","2","0","0","0.00","0","0.00","+2","+1.58","+0.22","3.00","DF","0","0","0.00","0.00","0.00","1","Hull City","0","","","","","","","","","","","","","","","","","",""
"32-224","0","0.00","0","1","0","0","43f5d4e6","1","2","1","1","1","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","90","1.0","50.0","90","90","0.00","Matt Crooks","eng ENG","0","0","2","0","0","0.00","0","0.00","+2","+2.00","+1.00","3.00","MF","0","0","0.00","0.00","0.00","3","Hull City","0","","","","","","","","","","","","","","","","","",""
"31-114","0","0.00","0","0","0","1","a650c75b","0","0","1","0","1","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","45","0.5","25.0","45","45","0.00","Hidemasa Morita","jp JPN","0","0","0","0","0","0.00","0","0.00","0","0.00","-2.00","3.00","MF","0","0","0.00","0.00","0.00","0","Hull City","0","","","","","","","","","","","","","","","","","",""
"24-267","0","0.00","0","0","0","0","e0d1510a","1","1","2","0","0","2","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","2","66","0.7","36.7","33","0.00","33","Cody Drameh","eng ENG","0","0","1","0","0","0.00","0","0.00","+1","+1.36","-0.22","3.00","DF,MF","1","0","0.0","0.00","1.36","1","Hull City","0","","","","","","","","","","","","","","","","","",""
"18-361","0","0.00","0","0","0","0","6f808c85","0","0","2","0","0","2","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","59","0.7","32.8","30","0.00","30","Lucas Herrington","au AUS","0","0","1","0","0","0.00","0","0.00","+1","+1.53","+0.04","3.00","DF","0","0","0.00","0.00","0.00","0","Hull City","0","","","","","","","","","","","","","","","","","",""
"26-339","0","0.00","0","1","0","0","983515f8","1","1","2","0","0","2","1","1","1.73","1.73","1","1.73","1.73","0.33","1.00","0","52","0.6","28.9","26","0.00","26","Liam Millar","ca CAN","0","0","1","0","0","0.00","0","0.00","+1","+1.73","+0.32","3.00","FW,MF","3","1","33.3","1.73","5.19","1","Hull City","0","","","","","","","","","","","","","","","","","",""
"23-027","0","0.00","0","0","0","0","3cd7820a","1","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","45","0.5","25.0","45","0.00","45","Lucas Gourna-Douath","fr FRA","0","0","1","0","0","0.00","0","0.00","+1","+2.00","+0.67","3.00","MF","0","0","0.00","0.00","0.00","1","Hull City","1","","","","","","","","","","","","","","","","","",""
"31-127","0","0.00","0","0","0","0","8ac454b5","0","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","27","0.3","15.0","27","0.00","27","Paddy McNair","nir NIR","0","0","0","0","0","0.00","0","0.00","0","0.00","-1.76","3.00","DF,MF","0","0","0.00","0.00","0.00","0","Hull City","1","","","","","","","","","","","","","","","","","",""
"22-225","0","0.00","0","0","0","0","f8405304","0","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","8","0.1","4.4","8","0.00","8","Mohamed Ali Cho","fr FRA","0","0","0","0","0","0.00","0","0.00","0","0.00","-1.57","3.00","FW,MF","0","0","0.00","0.00","0.00","0","Hull City","0","","","","","","","","","","","","","","","","","",""
"30-348","0","0.00","0","0","0","0","e514ab62","0","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","6","0.1","3.3","6","0.00","6","Matt Targett","eng ENG","0","0","0","0","0","0.00","0","0.00","0","0.00","-1.55","3.00","DF,MF","0","0","0.00","0.00","0.00","0","Hull City","1","","","","","","","","","","","","","","","","","",""
"28-326","0.00","0.00","0.00","0.00","","","2f6ec02a","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Kieran Dowell","eng ENG","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","FW,MF","","","","","","","Hull City","1","","","","","","","","","","","","","","","","","",""
"20-305","0.00","0.00","0.00","0.00","","","c232eadd","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Jens Hjertø-Dahl","no NOR","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","MF","","","","","","","Hull City","2","","","","","","","","","","","","","","","","","",""
"31-082","0.00","0.00","0.00","0.00","","","d0330b1d","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Dillon Phillips","eng ENG","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","GK","","","","","","","Hull City","2","","","","","","","","","","","","","","","","","",""
